second,pathA_quic_mbps,pathB_quic_mbps,total_quic_mbps,session_key,session_label,role,global_t0,run_id
118,23.170648,0.433712,23.60436,gate_1pct,1% debug,baseline,1780864596.210403,20260607_203635
119,24.191088,0.43248,24.623568,gate_1pct,1% debug,baseline,1780864596.210403,20260607_203635
120,23.72196,0.436176,24.158136,gate_1pct,1% debug,baseline,1780864596.210403,20260607_203635
121,23.232896,0.43184,23.664736,gate_1pct,1% debug,baseline,1780864596.210403,20260607_203635
122,24.220648,0.433096,24.653744,gate_1pct,1% debug,baseline,1780864596.210403,20260607_203635
123,23.87536,0.431864,24.307224,gate_1pct,1% debug,baseline,1780864596.210403,20260607_203635
124,23.845008,0.43248,24.277487999999998,gate_1pct,1% debug,baseline,1780864596.210403,20260607_203635
125,23.474816,0.431248,23.906064,gate_1pct,1% debug,baseline,1780864596.210403,20260607_203635
126,24.131856,0.431864,24.56372,gate_1pct,1% debug,baseline,1780864596.210403,20260607_203635
127,23.90384,0.434104,24.337944,gate_1pct,1% debug,baseline,1780864596.210403,20260607_203635
128,23.493584,0.433096,23.926679999999998,gate_1pct,1% debug,baseline,1780864596.210403,20260607_203635
129,24.37132,0.43248,24.803800000000003,gate_1pct,1% debug,baseline,1780864596.210403,20260607_203635
130,23.959344,0.431224,24.390568000000002,gate_1pct,1% debug,baseline,1780864596.210403,20260607_203635
131,23.45416,0.431864,23.886024000000003,gate_1pct,1% debug,baseline,1780864596.210403,20260607_203635
132,24.448984,0.430632,24.879616,gate_1pct,1% debug,baseline,1780864596.210403,20260607_203635
133,23.118544,0.414616,23.53316,gate_1pct,1% debug,baseline,1780864596.210403,20260607_203635
134,23.752912,0.430016,24.182927999999997,gate_1pct,1% debug,baseline,1780864596.210403,20260607_203635
135,24.27684,0.441328,24.718168,gate_1pct,1% debug,baseline,1780864596.210403,20260607_203635
136,24.400528,0.437216,24.837744,gate_1pct,1% debug,baseline,1780864596.210403,20260607_203635
137,24.192224,0.431248,24.623472,gate_1pct,1% debug,baseline,1780864596.210403,20260607_203635
138,23.826888,0.4294,24.256288,gate_1pct,1% debug,baseline,1780864596.210403,20260607_203635
139,24.355784,0.430632,24.786416,gate_1pct,1% debug,baseline,1780864596.210403,20260607_203635
140,24.237136,0.430608,24.667744,gate_1pct,1% debug,baseline,1780864596.210403,20260607_203635
141,23.841936,0.428168,24.270104,gate_1pct,1% debug,baseline,1780864596.210403,20260607_203635
142,24.624336,0.4294,25.053736,gate_1pct,1% debug,baseline,1780864596.210403,20260607_203635
143,24.316824,0.430632,24.747456,gate_1pct,1% debug,baseline,1780864596.210403,20260607_203635
144,23.767232,0.4294,24.196632,gate_1pct,1% debug,baseline,1780864596.210403,20260607_203635
145,24.698488,0.428704,25.127192,gate_1pct,1% debug,baseline,1780864596.210403,20260607_203635
146,24.460496,0.430016,24.890511999999998,gate_1pct,1% debug,baseline,1780864596.210403,20260607_203635
147,23.752048,0.4294,24.181448,gate_1pct,1% debug,baseline,1780864596.210403,20260607_203635
148,24.860936,0.427528,25.288463999999998,gate_1pct,1% debug,baseline,1780864596.210403,20260607_203635
149,24.428104,0.427552,24.855656,gate_1pct,1% debug,baseline,1780864596.210403,20260607_203635
150,24.135424,0.4294,24.564824,gate_1pct,1% debug,baseline,1780864596.210403,20260607_203635
151,24.633072,0.440544,25.073615999999998,gate_1pct,1% debug,baseline,1780864596.210403,20260607_203635
152,24.298352,0.41904,24.717392,gate_1pct,1% debug,baseline,1780864596.210403,20260607_203635
153,23.945984,0.427552,24.373535999999998,gate_1pct,1% debug,baseline,1780864596.210403,20260607_203635
154,24.6218,0.427552,25.049352,gate_1pct,1% debug,baseline,1780864596.210403,20260607_203635
155,24.876472,0.42632,25.302792,gate_1pct,1% debug,baseline,1780864596.210403,20260607_203635
156,24.420264,0.427552,24.847815999999998,gate_1pct,1% debug,baseline,1780864596.210403,20260607_203635
157,24.349304,0.42632,24.775624,gate_1pct,1% debug,baseline,1780864596.210403,20260607_203635
158,24.848024,0.425704,25.273728,gate_1pct,1% debug,baseline,1780864596.210403,20260607_203635
