method,window,baseline_tp_mbps,enhanced_tp_mbps,improvement_pct
qaccess_t,0-50,19.969182204081633,21.81032212244898,9.219906451607336
qaccess_t,50-60,22.81302,24.036764800000004,5.36423849187877
qaccess_t,50-100,23.46421328,23.567366079999996,0.4396175519249994
qaccess_t,100-110,24.3636592,24.0209336,-1.4067082337122883
qaccess_t,100-150,24.91480272,24.52334256,-1.571195101961462
qaccess_t,150-420,25.30310696296296,32.38161579259259,27.974860320476413
