method,time_s,path_a_quic_wire_mbps,path_b_quic_wire_mbps,total_quic_wire_mbps,path_b_share_pct
loss_qaccess_l,190.0,30.897432,8.680952,39.578384,21.933568586327322
loss_qaccess_l,191.0,30.020688,10.527752,40.54844,25.963395879101636
loss_qaccess_l,192.0,30.530704,8.168192,38.698896,21.10704139983735
loss_qaccess_l,193.0,30.362648,10.295664,40.658312,25.322408859472574
loss_qaccess_l,194.0,29.440376,10.68652,40.126896,26.631813235691094
loss_qaccess_l,195.0,30.289224,9.696144,39.985368,24.249230368468787
loss_qaccess_l,196.0,29.874408,9.802352,39.67676,24.70552535035623
loss_qaccess_l,197.0,30.328736,9.724904,40.05364,24.27970092106485
loss_qaccess_l,198.0,30.154472,9.159136,39.313608,23.297622543318845
loss_qaccess_l,199.0,30.091672,10.233272,40.324944,25.37702718198443
loss_qaccess_l,200.0,29.332448,9.164104,38.496552,23.804999471121466
loss_qaccess_l,201.0,30.252376,9.466344,39.71872,23.833456868700704
loss_qaccess_l,202.0,29.406904,12.256688,41.663592,29.418222029439995
loss_qaccess_l,203.0,29.945504,10.065528,40.011032,25.15688173201831
loss_qaccess_l,204.0,30.833728,8.236632,39.07036,21.08153597765672
loss_qaccess_l,205.0,30.749128,10.503256,41.252384,25.460967298277843
loss_qaccess_l,206.0,30.987544,8.902448,39.889992,22.3174975818496
loss_qaccess_l,207.0,31.259976,8.970824,40.2308,22.298398242142838
loss_qaccess_l,208.0,29.721376,9.875592,39.596968,24.940273204756487
loss_qaccess_l,209.0,30.481664,8.937032,39.418696,22.672064037836257
loss_qaccess_l,210.0,30.66888,9.901008,40.569888,24.404819653433602
loss_qaccess_l,211.0,30.411904,9.943472,40.355376,24.63977042364814
loss_qaccess_l,212.0,30.020528,9.609432,39.62996,24.2478972979029
loss_qaccess_l,213.0,30.827672,9.228984,40.056656,23.039826389901343
loss_qaccess_l,214.0,30.064168,10.012544,40.076712,24.983446745830847
loss_qaccess_l,215.0,28.982496,11.139368,40.121864,27.763834701199325
loss_qaccess_l,216.0,29.952528,10.07084,40.023368,25.162400125846478
loss_qaccess_l,217.0,30.551304,9.533112,40.084416,23.7825892237023
loss_qaccess_l,218.0,28.230064,10.742408,38.972472,27.56409190569179
loss_qaccess_l,219.0,30.503488,10.355912,40.8594,25.345237570791546
loss_qaccess_l,220.0,29.172832,10.628592,39.801424,26.704049583753587
loss_qaccess_l,221.0,30.06336,10.268848,40.332208,25.460664092578316
loss_qaccess_l,222.0,29.695768,9.307456,39.003224,23.8632990954799
loss_qaccess_l,223.0,30.91668,9.857248,40.773928,24.17537010415087
loss_qaccess_l,224.0,28.85944,10.887096,39.746536,27.39130776075681
loss_qaccess_l,225.0,28.586528,9.948648,38.535176,25.81705608403086
