method,time_s,tc_configured_loss_pct,tc_sent_pkts,tc_dropped_pkts,tc_sent_pkts_delta,tc_dropped_delta,tc_loss_rate
loss_qaccess_l,204.1364996433258,0.0,244273,35,1327.0,0.0,0.0
loss_qaccess_l,205.14793705940247,0.0,245508,35,1235.0,0.0,0.0
loss_qaccess_l,206.17269802093506,0.0,246842,35,1334.0,0.0,0.0
loss_qaccess_l,207.1823353767395,0.0,248156,35,1314.0,0.0,0.0
loss_qaccess_l,208.1879494190216,0.0,249398,35,1242.0,0.0,0.0
loss_qaccess_l,209.19563031196594,0.0,250741,35,1343.0,0.0,0.0
loss_qaccess_l,210.2025227546692,0.0,252138,35,1397.0,0.0,0.0
loss_qaccess_l,211.21913146972656,0.0,253429,35,1291.0,0.0,0.0
loss_qaccess_l,212.22969722747803,0.0,254779,35,1350.0,0.0,0.0
loss_qaccess_l,213.2399082183838,0.0,256095,35,1316.0,0.0,0.0
loss_qaccess_l,214.2514522075653,0.0,257485,35,1390.0,0.0,0.0
loss_qaccess_l,215.2567102909088,0.0,258858,35,1373.0,0.0,0.0
loss_qaccess_l,216.26693987846375,0.0,260226,35,1368.0,0.0,0.0
loss_qaccess_l,217.27547597885132,0.0,261572,35,1346.0,0.0,0.0
loss_qaccess_l,218.28294372558594,0.0,262953,35,1381.0,0.0,0.0
loss_qaccess_l,219.28862500190735,0.0,264400,35,1447.0,0.0,0.0
loss_qaccess_l,220.30166053771973,0.0,265754,35,1354.0,0.0,0.0
loss_qaccess_l,221.30760955810547,0.0,267134,35,1380.0,0.0,0.0
loss_qaccess_l,222.34739446640015,0.0,268510,35,1376.0,0.0,0.0
loss_qaccess_l,223.3599910736084,0.0,269960,35,1450.0,0.0,0.0
loss_qaccess_l,224.3758978843689,0.0,271320,35,1360.0,0.0,0.0
loss_qaccess_l,225.39108395576477,0.0,272714,35,1394.0,0.0,0.0
loss_qaccess_l,226.4109959602356,0.0,274072,35,1358.0,0.0,0.0
