time_s,path_a_quic_wire_mbps,path_b_quic_wire_mbps,total_quic_wire_mbps
145.0,23.053008,3.684192,26.7372
146.0,23.332536,3.432344,26.76488
147.0,23.382776,3.744872,27.127648
148.0,23.07476,3.61932,26.69408
149.0,23.48668,3.691544,27.178224
150.0,23.327728,3.723416,27.051144
151.0,23.13488,3.627848,26.762728
152.0,23.662272,3.818688,27.48096
153.0,23.274608,3.592416,26.867024
154.0,23.219656,3.849088,27.068744
155.0,23.726256,3.865392,27.591648
156.0,23.262504,3.714328,26.976832
157.0,22.818736,3.959808,26.778544
158.0,23.847464,3.603696,27.45116
159.0,23.275208,4.055416,27.330624
160.0,23.406088,2.783152,26.18924
161.0,23.81452,0.301936,24.116456
162.0,23.283984,0.303728,23.587712
163.0,23.623944,0.290128,23.914072
164.0,23.833688,0.291952,24.12564
165.0,23.346864,0.29144,23.638304
166.0,23.966672,0.291416,24.258088
167.0,23.831216,0.29024,24.121456
168.0,23.56424,0.292592,23.856832
169.0,24.272696,0.291416,24.564112
170.0,23.734624,0.292056,24.02668
171.0,23.755968,0.290184,24.046152
172.0,24.417936,0.29144,24.709376
173.0,23.776088,0.2908,24.066888
174.0,23.917968,0.292592,24.21056
175.0,24.567992,0.289592,24.857584
176.0,23.870464,0.289568,24.160032
177.0,24.094016,0.292672,24.386688
178.0,24.68828,0.288336,24.976616
179.0,23.95088,0.292056,24.242936
180.0,24.605,0.288976,24.893976
181.0,24.516384,0.292032,24.808416
182.0,24.1308,0.288976,24.419776
183.0,24.998176,0.2908,25.288976
184.0,24.40852,0.292056,24.700576
185.0,24.29564,0.293264,24.588904
186.0,25.19712,0.290744,25.487864
187.0,24.451552,0.302272,24.753824
188.0,24.47108,0.304752,24.775832
189.0,25.26564,0.304216,25.569856
190.0,24.612704,0.305368,24.918072
191.0,24.580824,0.305984,24.886808
192.0,25.466456,0.302288,25.768744
193.0,24.68804,0.305344,24.993384
194.0,24.79704,0.302984,25.100024
195.0,25.580896,0.304752,25.885648
196.0,24.81188,0.30352,25.1154
197.0,25.260664,0.304752,25.565416
198.0,25.336344,0.305984,25.642328
199.0,24.925368,0.3066,25.231968
200.0,25.604648,0.304112,25.90876
201.0,25.21548,0.304216,25.519696
202.0,25.137568,0.305368,25.442936
203.0,26.031696,0.30352,26.335216
204.0,25.10476,0.304136,25.408896
205.0,25.260296,0.305368,25.565664
206.0,26.119528,0.304112,26.42364
207.0,25.36536,0.3036,25.66896
208.0,25.285736,0.30352,25.589256
209.0,26.272848,0.304136,26.576984
210.0,25.362008,0.304112,25.66612
211.0,25.476408,0.30652,25.782928
212.0,26.318712,0.30052,26.619232
213.0,25.654928,0.304136,25.959064
214.0,25.657608,0.305368,25.962976
215.0,26.44596,0.304112,26.750072
216.0,25.730568,0.304216,26.034784
217.0,25.649016,0.30044,25.949456
218.0,26.574368,0.304112,26.87848
219.0,25.803792,0.304752,26.108544
220.0,26.174864,0.304248,26.479112
221.0,26.571936,0.304136,26.876072
222.0,25.94552,0.304512,26.250032
223.0,26.552024,0.28784,26.839864
224.0,26.41116,0.299576,26.710736
225.0,21.716592,0.247128,21.96372
