window,baseline_quic_wire_mbps,dynamic_quic_wire_mbps,improvement_pct
0-50,19.48281392,20.42551584,4.838633289169132
50-90,24.7269846,25.4610628,2.968733195231573
90-100,25.654303199999998,25.99346,1.3220269416633441
100-110,25.4903704,25.5758792,0.33545530589857375
100-150,26.18330768,26.081136319999995,-0.3902156337491558
150-220,25.428032685714285,27.271887200000002,7.2512668875151
full,24.131321745454542,25.057917381818186,3.839804740650728
