window,baseline_quic_wire_mbps,dynamic_quic_wire_mbps,improvement_pct
0-50,17.411200960000002,19.966273920000003,14.674880646487006
50-90,23.0074602,25.150525,9.314651775427162
90-100,23.675165600000003,25.2498512,6.651212610736692
100-110,23.8837592,25.4343256,6.492137133923211
100-150,24.379799839999997,24.64223888,1.0764610116667959
150-220,25.77321211428572,25.118097142857142,-2.5418444876937047
full,22.957840690909084,23.850963418181816,3.890273215574643
