time_s,path_a_quic_wire_mbps,path_b_quic_wire_mbps,total_quic_wire_mbps
145.0,22.453008,0.338848,22.791856
146.0,22.577192,0.339488,22.91668
147.0,22.392768,0.335152,22.72792
148.0,22.66308,0.336408,22.999488
149.0,22.629216,0.335152,22.964368
150.0,22.502632,0.336408,22.83904
151.0,22.63712,0.337,22.97412
152.0,22.9862,0.335176,23.321376
153.0,22.570464,0.334536,22.905
154.0,22.58508,0.335176,22.920256
155.0,23.16588,0.336384,23.502264
156.0,22.776224,0.332096,23.10832
157.0,22.821112,0.334536,23.155648
158.0,23.024016,0.333328,23.357344
159.0,23.210208,0.331456,23.541664
160.0,22.88768,0.333944,23.221624
161.0,22.878976,0.331456,23.210432
162.0,23.489688,0.332096,23.821784
163.0,23.118184,0.332072,23.450256
164.0,23.054152,0.330248,23.3844
165.0,23.280504,0.329608,23.610112
166.0,23.528952,0.332096,23.861048
167.0,23.311952,0.329608,23.64156
168.0,23.205688,0.3284,23.534088
169.0,23.57336,0.329608,23.902968
170.0,23.619256,0.3284,23.947656
171.0,23.349776,0.328992,23.678768
172.0,23.376328,0.33028,23.706608
173.0,23.860992,0.32776,24.188752
174.0,23.574104,0.324704,23.898808
175.0,23.541104,0.32468,23.865784
176.0,23.875848,0.330248,24.206096
177.0,23.810704,0.325912,24.136616
178.0,23.72348,0.324088,24.047568
179.0,23.597984,0.328376,23.92636
180.0,23.972192,0.325296,24.297488
181.0,24.111744,0.322856,24.4346
182.0,23.900104,0.32776,24.227864
183.0,23.834232,0.324088,24.15832
184.0,24.020696,0.323448,24.344144
185.0,24.365848,0.324088,24.689936
186.0,24.012368,0.32468,24.337048
187.0,23.913144,0.330752,24.243896
188.0,24.13712,0.337904,24.475024
189.0,24.32836,0.339696,24.668056
190.0,24.270016,0.336056,24.606072
191.0,24.368656,0.336616,24.705272
192.0,24.121944,0.337288,24.459232
193.0,24.30648,0.336,24.64248
194.0,24.54524,0.334824,24.880064
195.0,24.57612,0.33544,24.91156
196.0,24.411696,0.335384,24.74708
197.0,24.356304,0.334208,24.690512
198.0,24.471736,0.333592,24.805328
199.0,24.70572,0.334208,25.039928
200.0,24.80488,0.333592,25.138472
201.0,24.628032,0.33292,24.960952
202.0,24.546336,0.33236,24.878696
203.0,24.618976,0.327488,24.946464
204.0,26.147424,0.323688,26.471112
205.0,24.974248,0.33644,25.310688
206.0,25.088008,0.310512,25.39852
207.0,25.369792,0.31916,25.688952
208.0,24.94576,0.312976,25.258736
209.0,24.58744,0.319432,24.906872
210.0,24.868192,0.324784,25.192976
211.0,25.30228,0.316864,25.619144
212.0,25.899216,0.316672,26.215888
213.0,24.811904,0.312384,25.124288
214.0,24.708216,0.309896,25.018112
215.0,24.78152,0.314208,25.095728
216.0,24.93084,0.316696,25.247536
217.0,25.37384,0.326696,25.700536
218.0,25.9594,0.320712,26.280112
219.0,25.486608,0.396096,25.882704
220.0,24.962816,0.395536,25.358352
221.0,25.015456,0.438176,25.453632
222.0,25.089024,0.446304,25.535328
223.0,25.473688,0.447464,25.921152
224.0,25.638528,0.483312,26.12184
225.0,19.432136,0.37088,19.803016
