time_s,path_a_quic_wire_mbps,path_b_quic_wire_mbps,total_quic_wire_mbps
145.0,24.57188,0.292032,24.863912
146.0,24.327512,0.285896,24.613408
147.0,24.551896,0.292056,24.843952
148.0,24.45404,0.287104,24.741144
149.0,24.810512,0.289592,25.100104
150.0,24.692688,0.292048,24.984736
151.0,24.880128,0.30132,25.181448
152.0,24.885216,0.305368,25.190584
153.0,24.948192,0.304136,25.252328
154.0,24.89356,0.304136,25.197696
155.0,24.939544,0.304112,25.243656
156.0,25.020416,0.304832,25.325248
157.0,25.20668,0.304752,25.511432
158.0,25.11592,0.304752,25.420672
159.0,25.108392,0.304752,25.413144
160.0,25.28276,0.405592,25.688352
161.0,25.23332,0.393224,25.626544
162.0,25.437184,0.460688,25.897872
163.0,25.281512,0.471176,25.752688
164.0,25.543656,0.471792,26.015448
165.0,25.432952,0.514488,25.94744
166.0,25.43972,0.516312,25.956032
167.0,25.531504,0.538072,26.069576
168.0,25.53752,0.537376,26.074896
169.0,25.601192,0.56088,26.162072
170.0,25.569584,0.627696,26.19728
171.0,25.69276,0.63704,26.3298
172.0,25.830496,0.626464,26.45696
173.0,25.580848,0.677168,26.258016
174.0,25.82612,0.660544,26.486664
175.0,25.752936,0.758088,26.511024
176.0,26.1234,0.761944,26.885344
177.0,25.92548,0.723568,26.649048
178.0,25.876096,0.791696,26.667792
179.0,26.1878,0.827584,27.015384
180.0,25.881104,0.817008,26.698112
181.0,25.88792,0.870224,26.758144
182.0,26.094248,0.875336,26.969584
183.0,26.080184,0.874328,26.954512
184.0,26.237944,0.940712,27.178656
185.0,26.245648,0.861552,27.1072
186.0,26.183048,0.970408,27.153456
187.0,26.590864,0.99552,27.586384
188.0,26.08152,0.960192,27.041712
189.0,26.401336,1.022304,27.42364
190.0,26.410144,1.01132,27.421464
191.0,25.989424,1.041888,27.031312
192.0,26.462376,1.107,27.569376
193.0,26.496168,1.052464,27.548632
194.0,26.44996,1.1718,27.62176
195.0,26.7674,1.153488,27.920888
196.0,26.388304,1.203176,27.59148
197.0,26.587024,1.173856,27.76088
198.0,26.66096,1.24088,27.90184
199.0,26.708016,1.3052,28.013216
200.0,26.63352,1.255248,27.888768
201.0,26.808968,1.242352,28.05132
202.0,26.672984,1.328256,28.00124
203.0,27.081464,1.338632,28.420096
204.0,26.629072,1.386792,28.015864
205.0,26.806784,1.362616,28.1694
206.0,26.931816,1.383768,28.315584
207.0,26.959888,1.437464,28.397352
208.0,26.969656,1.440624,28.41028
209.0,26.873496,1.4376,28.311096
210.0,27.106384,1.495024,28.601408
211.0,27.172952,1.540848,28.7138
212.0,26.8252,1.60828,28.43348
213.0,27.040408,1.5366,28.577008
214.0,27.16528,1.550136,28.715416
215.0,27.075992,1.653592,28.729584
216.0,27.25724,1.62124,28.87848
217.0,27.188984,1.628784,28.817768
218.0,27.308312,1.651408,28.95972
219.0,27.313136,1.67308,28.986216
220.0,27.023328,1.79116,28.814488
221.0,27.087776,1.719368,28.807144
222.0,27.238944,1.732712,28.971656
223.0,27.157792,1.751632,28.909424
224.0,27.347152,1.852656,29.199808
225.0,5.386968,0.150616,5.537584
