window,baseline_quic_wire_mbps,dynamic_quic_wire_mbps,improvement_pct
0-50,20.532768640000004,20.01390176,-2.5270185872021025
50-90,25.723695600000003,24.976647000000003,-2.9041262640349363
90-100,26.6974976,24.1468608,-9.55384222976763
100-110,26.576124800000002,22.501879199999998,-15.330472861114815
100-150,25.10334976,22.156530559999997,-11.738748924637553
150-220,27.057361485714285,24.37952445714286,-9.896888985222251
full,24.871563745454544,22.98010370909091,-7.60490999167398
