time_s,path_a_quic_wire_mbps,path_b_quic_wire_mbps,total_quic_wire_mbps
78.0,23.131488,0.449112,23.5806
79.0,23.280712,0.444184,23.724896
80.0,23.084232,0.445952,23.530184
81.0,22.55872,0.445416,23.004136
82.0,22.964552,0.446032,23.410584
83.0,23.449552,0.446624,23.896176
84.0,22.811848,0.4448,23.256648
85.0,22.971504,0.443568,23.415072
86.0,23.129336,0.4448,23.574136
87.0,23.498904,0.446032,23.944936
88.0,22.674968,0.445416,23.120384
89.0,22.997784,0.44172,23.439504
90.0,23.550584,0.442952,23.993536
91.0,23.593376,0.444184,24.03756
92.0,22.728544,0.443568,23.172112
93.0,23.138288,0.443568,23.581856
94.0,23.726832,0.442336,24.169168
95.0,23.61936,0.442336,24.061696
96.0,22.732536,0.442952,23.175488
97.0,23.42236,0.442952,23.865312
98.0,23.843792,0.44108,24.284872
99.0,23.156312,0.442336,23.598648
100.0,23.144736,0.442952,23.587688
101.0,23.733392,0.44172,24.175112
102.0,23.973008,0.440488,24.413496
103.0,22.861328,0.44172,23.303048
104.0,23.293296,0.43864,23.731936
105.0,24.044544,0.439872,24.484416
106.0,23.944608,0.442336,24.386944
107.0,22.86684,0.439872,23.306712
108.0,23.715728,0.441104,24.156832
109.0,24.163568,0.439872,24.60344
110.0,23.176016,0.440464,23.61648
111.0,23.494936,0.439256,23.934192
112.0,24.152744,0.439256,24.592
113.0,24.161264,0.439256,24.60052
114.0,23.041376,0.441104,23.48248
115.0,23.830688,0.439256,24.269944
116.0,24.345336,0.439256,24.784592
117.0,23.486984,0.437408,23.924392
118.0,23.588376,0.439256,24.027632
119.0,24.198296,0.43864,24.636936
120.0,24.381784,0.439288,24.821072
121.0,23.115816,0.436792,23.552608
122.0,23.953744,0.436152,24.389896
123.0,24.565184,0.439256,25.00444
124.0,23.575504,0.436792,24.012296
125.0,23.648496,0.436176,24.084672
126.0,24.498168,0.43864,24.936808
127.0,24.524096,0.435952,24.960048
128.0,23.314552,0.439872,23.754424
129.0,24.178088,0.436792,24.61488
130.0,24.686,0.434328,25.120328
131.0,23.452752,0.436176,23.888928
132.0,24.082264,0.436152,24.518416
133.0,24.718552,0.43556,25.154112
134.0,24.395688,0.43556,24.831248
135.0,23.541032,0.436176,23.977208
136.0,24.58784,0.434944,25.022784
137.0,24.999344,0.43556,25.434904
138.0,25.050992,0.428784,25.479776
139.0,24.971728,0.439256,25.410984
140.0,24.099248,0.434864,24.534112
141.0,23.830344,0.436152,24.266496
142.0,25.119976,0.433712,25.553688
143.0,24.9344,0.430632,25.365032
144.0,23.17212,0.436792,23.608912
145.0,25.061544,0.434944,25.496488
146.0,25.22196,0.434328,25.656288
147.0,24.037096,0.430632,24.467728
148.0,24.072872,0.434944,24.507816
149.0,25.311176,0.433096,25.744272
150.0,24.767392,0.43184,25.199232
151.0,23.488792,0.44556,23.934352
152.0,25.373568,0.432248,25.805816
153.0,25.322912,0.433096,25.756008
154.0,23.226608,0.431864,23.658472
155.0,25.324128,0.431248,25.755376
156.0,25.39508,0.431864,25.826944
157.0,23.505648,0.43248,23.938128
158.0,25.147288,0.430016,25.577304
159.0,25.605576,0.430632,26.036208
160.0,24.079376,0.431224,24.5106
161.0,24.595008,0.431248,25.026256
162.0,25.683416,0.431248,26.114664
163.0,24.911976,0.430016,25.341992
164.0,23.905168,0.430016,24.335184
165.0,25.803432,0.430016,26.233448
166.0,25.225856,0.428784,25.65464
167.0,23.75868,0.429376,24.188056
168.0,25.841568,0.431248,26.272816
169.0,25.767208,0.428784,26.195992
170.0,23.440832,0.430016,23.870848
171.0,25.846,0.425704,26.271704
172.0,25.862176,0.428784,26.29096
173.0,23.578384,0.430016,24.0084
174.0,25.835128,0.427552,26.26268
175.0,25.963376,0.427528,26.390904
176.0,23.808304,0.444176,24.25248
177.0,26.464784,0.442136,26.90692
178.0,26.60268,0.4294,27.03208
179.0,26.646288,0.423856,27.070144
180.0,26.9506,0.42696,27.37756
181.0,26.849336,0.4294,27.278736
182.0,26.531576,0.4294,26.960976
183.0,26.36972,0.431272,26.800992
184.0,26.382648,0.4294,26.812048
185.0,26.441592,0.4294,26.870992
186.0,26.43776,0.429424,26.867184
187.0,26.468848,0.447208,26.916056
188.0,26.526568,0.449264,26.975832
189.0,26.493008,0.446264,26.939272
190.0,26.57196,0.44808,27.02004
191.0,26.567032,0.44752,27.014552
192.0,26.606912,0.448128,27.05504
193.0,26.660552,0.447544,27.108096
194.0,26.63184,0.447512,27.079352
195.0,26.6702,0.44572,27.11592
196.0,26.727872,0.446312,27.174184
197.0,26.760752,0.448128,27.20888
198.0,26.761648,0.445104,27.206752
199.0,26.76628,0.446208,27.212488
200.0,26.83708,0.446824,27.283904
201.0,26.893592,0.4456,27.339192
202.0,26.846952,0.436952,27.283904
203.0,26.91952,0.453456,27.372976
204.0,26.94792,0.444416,27.392336
