time_s,path_a_quic_wire_mbps,path_b_quic_wire_mbps,total_quic_wire_mbps
145.0,22.104136,2.64236,24.746496
146.0,21.943288,2.633872,24.57716
147.0,22.07208,2.225376,24.297456
148.0,22.222272,0.442384,22.664656
149.0,21.935944,0.441152,22.377096
150.0,21.992128,0.43176,22.423888
151.0,22.290024,0.429936,22.71996
152.0,21.990272,0.430016,22.420288
153.0,22.064504,0.430552,22.495056
154.0,22.385096,0.430632,22.815728
155.0,22.025288,0.430632,22.45592
156.0,22.142624,0.430016,22.57264
157.0,22.460072,0.42932,22.889392
158.0,22.231024,0.427528,22.658552
159.0,22.047552,0.428784,22.476336
160.0,22.601152,0.4294,23.030552
161.0,22.249,0.428168,22.677168
162.0,22.214112,0.428784,22.642896
163.0,22.584832,0.427552,23.012384
164.0,22.49676,0.426936,22.923696
165.0,22.23228,0.428144,22.660424
166.0,22.524272,0.428088,22.95236
167.0,22.502736,0.425704,22.92844
168.0,22.440704,0.427552,22.868256
169.0,22.50636,0.425088,22.931448
170.0,22.729544,0.426936,23.15648
171.0,22.411576,0.427552,22.839128
172.0,22.583552,0.424448,23.008
173.0,22.798248,0.426936,23.225184
174.0,22.512176,0.425704,22.93788
175.0,22.582824,0.422624,23.005448
176.0,22.8082,0.425704,23.233904
177.0,22.598784,0.424472,23.023256
178.0,22.69816,0.425704,23.123864
179.0,22.911696,0.425064,23.33676
180.0,22.638136,0.425088,23.063224
181.0,22.761424,0.42324,23.184664
182.0,23.026728,0.423856,23.450584
183.0,22.674328,0.425624,23.099952
184.0,22.850592,0.423856,23.274448
185.0,23.084224,0.423832,23.508056
186.0,22.723144,0.435672,23.158816
187.0,22.954504,0.443352,23.397856
188.0,23.13472,0.44212,23.57684
189.0,22.798736,0.444504,23.24324
190.0,23.016424,0.423056,23.43948
191.0,23.206112,0.422008,23.62812
192.0,22.915744,0.42324,23.338984
193.0,23.081704,0.422008,23.503712
194.0,23.091688,0.421392,23.51308
195.0,23.110544,0.421984,23.532528
196.0,23.131688,0.421392,23.55308
197.0,23.193472,0.421392,23.614864
198.0,23.151424,0.420776,23.5722
199.0,23.259432,0.421392,23.680824
200.0,23.267248,0.420776,23.688024
201.0,23.25848,0.420752,23.679232
202.0,23.290736,0.418928,23.709664
203.0,23.319032,0.420776,23.739808
204.0,23.159816,0.42016,23.579976
205.0,23.535568,0.42016,23.955728
206.0,23.402728,0.418928,23.821656
207.0,23.131696,0.420136,23.551832
208.0,23.722776,0.418312,24.141088
209.0,23.342328,0.42016,23.762488
210.0,23.273688,0.418928,23.692616
211.0,23.800712,0.418312,24.219024
212.0,23.262464,0.418312,23.680776
213.0,23.518904,0.418288,23.937192
214.0,23.636744,0.417696,24.05444
215.0,23.50288,0.417696,23.920576
216.0,23.538096,0.417696,23.955792
217.0,23.6906,0.418232,24.108832
218.0,23.597648,0.417672,24.01532
219.0,23.656552,0.416464,24.073016
220.0,23.728296,0.41708,24.145376
221.0,23.390432,0.417616,23.808048
222.0,24.033576,0.427312,24.460888
223.0,23.577072,0.417224,23.994296
224.0,23.609728,0.416464,24.026192
225.0,9.715272,0.161416,9.876688
