timestamp_ms,run_id,path_id,bw_bps,owd_ms,delay_gradient_ms,loss_rate,lost_bytes_delta,retrans_bytes_delta,cwnd_bytes,inflight_bytes,cwnd_room,alpha,beta,gamma,utility,gain,backoff,next_bw_bps,next_goodput_bps,active,g_total,norm_g,norm_l,norm_d_current,norm_d_proposed,g_total_used,utility_recomputed,u_reward,u_loss_penalty,u_delay_penalty,gain_throughput_term,gain_loss_term,gain_delay_term,gain_raw,gain_clamped,retention_raw,retention_clamped,retention_throughput_term,retention_loss_term,retention_delay_term,gain_at_min,gain_at_max,ret_at_min,ret_at_max,prop_ack_gain_raw,prop_ack_gain_clamped,prop_retention_raw,prop_retention_clamped,cur_ack_growth_factor,prop_ack_growth_factor,cur_loss_retain_frac,prop_loss_retain_frac,prop_ack_gain_applied,prop_retention_applied
1781479699775,20260614_232546,3,7803200,191.5925,0.0,0.0,0,0,46720,0,46720,0.659,0.257,0.1528,0.6517,1.1165,0.9587,7803200,,True,0.6025962666666667,0.26010666666666665,0.0,0.7,0.0,0.6025962666666667,0.651751424019684,0.7162051207023507,0.0,0.06445369668266666,0.14324102414047013,-0.0,-0.026739999999999996,1.1165010241404703,1.1165010241404703,0.9587475903438119,0.9587475903438119,-0.057296409656188055,0.0,0.016043999999999996,False,False,False,False,1.021972307242141,1.021972307242141,0.985351795171906,0.985351795171906,1.1165010241404703,1.021972307241998,0.6711233132406682,0.689746256620401,1.021972307241998,0.9853517951720016
1781479699779,20260614_232546,0,5137344,291.014,0.0,0.0,0,0,46720,0,46720,0.659,0.257,0.1528,0.6517,1.1165,0.9587,5137344,,True,0.6025962666666667,0.1712448,0.0,0.7,0.0,0.6025962666666667,0.651751424019684,0.7162051207023507,0.0,0.06445369668266666,0.14324102414047013,-0.0,-0.026739999999999996,1.1165010241404703,1.1165010241404703,0.9587475903438119,0.9587475903438119,-0.057296409656188055,0.0,0.016043999999999996,False,False,False,False,1.021972307242141,1.021972307242141,0.985351795171906,0.985351795171906,1.1165010241404703,1.021884609401217,0.6711233132406682,0.6897871822794321,1.021884609401217,0.9854102603991889
1781479699779,20260614_232546,1,5137344,291.014,0.0,0.0,0,0,46720,100,46620,0.659,0.257,0.1528,0.6517,1.1165,0.9587,5137344,,True,0.6025962666666667,0.1712448,0.0,0.7,0.0,0.6025962666666667,0.651751424019684,0.7162051207023507,0.0,0.06445369668266666,0.14324102414047013,-0.0,-0.026739999999999996,1.1165010241404703,1.1165010241404703,0.9587475903438119,0.9587475903438119,-0.057296409656188055,0.0,0.016043999999999996,False,False,False,False,1.021972307242141,1.021972307242141,0.985351795171906,0.985351795171906,1.1165010241404703,1.0219717523223084,0.6711233132406682,0.689746515582923,1.0219717523223084,0.9853521651184615
1781479699779,20260614_232546,3,7803200,191.5925,0.0,0.0,0,0,46720,0,46720,0.659,0.257,0.1528,0.6517,1.1165,0.9587,7803200,,True,0.6025962666666667,0.26010666666666665,0.0,0.7,0.0,0.6025962666666667,0.651751424019684,0.7162051207023507,0.0,0.06445369668266666,0.14324102414047013,-0.0,-0.026739999999999996,1.1165010241404703,1.1165010241404703,0.9587475903438119,0.9587475903438119,-0.057296409656188055,0.0,0.016043999999999996,False,False,False,False,1.021972307242141,1.021972307242141,0.985351795171906,0.985351795171906,1.1165010241404703,1.0219723072420266,0.6711233132406682,0.6897462566203877,1.0219723072420266,0.9853517951719825
1781479699784,20260614_232546,0,5137344,291.014,0.0,0.0,0,0,46720,0,46720,0.659,0.257,0.1528,0.6517,1.1165,0.9587,5137344,,True,0.6025962666666667,0.1712448,0.0,0.7,0.0,0.6025962666666667,0.651751424019684,0.7162051207023507,0.0,0.06445369668266666,0.14324102414047013,-0.0,-0.026739999999999996,1.1165010241404703,1.1165010241404703,0.9587475903438119,0.9587475903438119,-0.057296409656188055,0.0,0.016043999999999996,False,False,False,False,1.021972307242141,1.021972307242141,0.985351795171906,0.985351795171906,1.1165010241404703,1.021902148969402,0.6711233132406682,0.6897789971476126,1.021902148969402,0.9853985673537323
1781479699784,20260614_232546,1,5137344,291.014,0.0,0.0,0,0,46720,100,46620,0.659,0.257,0.1528,0.6517,1.1165,0.9587,5137344,,True,0.6025962666666667,0.1712448,0.0,0.7,0.0,0.6025962666666667,0.651751424019684,0.7162051207023507,0.0,0.06445369668266666,0.14324102414047013,-0.0,-0.026739999999999996,1.1165010241404703,1.1165010241404703,0.9587475903438119,0.9587475903438119,-0.057296409656188055,0.0,0.016043999999999996,False,False,False,False,1.021972307242141,1.021972307242141,0.985351795171906,0.985351795171906,1.1165010241404703,1.021971863306275,0.6711233132406682,0.6897464637904053,1.021971863306275,0.9853520911291505
1781479699784,20260614_232546,3,7803200,191.5925,0.0,0.0,0,0,46720,0,46720,0.659,0.257,0.1528,0.6517,1.1165,0.9587,7803200,,True,0.6025962666666667,0.26010666666666665,0.0,0.7,0.0,0.6025962666666667,0.651751424019684,0.7162051207023507,0.0,0.06445369668266666,0.14324102414047013,-0.0,-0.026739999999999996,1.1165010241404703,1.1165010241404703,0.9587475903438119,0.9587475903438119,-0.057296409656188055,0.0,0.016043999999999996,False,False,False,False,1.021972307242141,1.021972307242141,0.985351795171906,0.985351795171906,1.1165010241404703,1.0219723072420495,0.6711233132406682,0.689746256620377,1.0219723072420495,0.9853517951719672
1781479699785,20260614_232546,0,5137344,291.014,0.0,0.0,0,0,46720,0,46720,0.659,0.257,0.1528,0.6517,1.1165,0.9587,5137344,,True,0.6025962666666667,0.1712448,0.0,0.7,0.0,0.6025962666666667,0.651751424019684,0.7162051207023507,0.0,0.06445369668266666,0.14324102414047013,-0.0,-0.026739999999999996,1.1165010241404703,1.1165010241404703,0.9587475903438119,0.9587475903438119,-0.057296409656188055,0.0,0.016043999999999996,False,False,False,False,1.021972307242141,1.021972307242141,0.985351795171906,0.985351795171906,1.1165010241404703,1.0219161806239498,0.6711233132406682,0.689772449042157,1.0219161806239498,0.9853892129173671
1781479699785,20260614_232546,1,5137344,291.014,0.0,0.0,0,0,46720,100,46620,0.659,0.257,0.1528,0.6517,1.1165,0.9587,5137344,,True,0.6025962666666667,0.1712448,0.0,0.7,0.0,0.6025962666666667,0.651751424019684,0.7162051207023507,0.0,0.06445369668266666,0.14324102414047013,-0.0,-0.026739999999999996,1.1165010241404703,1.1165010241404703,0.9587475903438119,0.9587475903438119,-0.057296409656188055,0.0,0.016043999999999996,False,False,False,False,1.021972307242141,1.021972307242141,0.985351795171906,0.985351795171906,1.1165010241404703,1.0219719520934483,0.6711233132406682,0.689746422356391,1.0219719520934483,0.9853520319377016
1781479699785,20260614_232546,3,7803200,191.5925,0.0,0.0,0,0,46720,0,46720,0.659,0.257,0.1528,0.6517,1.1165,0.9587,7803200,,True,0.6025962666666667,0.26010666666666665,0.0,0.7,0.0,0.6025962666666667,0.651751424019684,0.7162051207023507,0.0,0.06445369668266666,0.14324102414047013,-0.0,-0.026739999999999996,1.1165010241404703,1.1165010241404703,0.9587475903438119,0.9587475903438119,-0.057296409656188055,0.0,0.016043999999999996,False,False,False,False,1.021972307242141,1.021972307242141,0.985351795171906,0.985351795171906,1.1165010241404703,1.0219723072420677,0.6711233132406682,0.6897462566203685,1.0219723072420677,0.985351795171955
