path_id,collapse_detected,collapse_t_rel_s,pre_window_mean,post_window_mean,gain_drop,retention_change
3,True,0.171,"{'gain_clamped': 1.101928737391512, 'retention_clamped': 0.9592285050433951, 'gain_delay_term': 0.0, 'gain_throughput_term': 0.10192873739151212, 'retention_delay_term': 0.0, 'gamma': 0.1, 'loss_rate': 0.0, 'cwnd_bytes': 46720.0}","{'gain_clamped': 1.1274487974311689, 'retention_clamped': 0.9576538017612859, 'gain_delay_term': -0.014650599789039771, 'gain_throughput_term': 0.19913140497966555, 'retention_delay_term': 0.008790359873423859, 'gamma': 0.10067895247332688, 'loss_rate': 0.007843269641125122, 'cwnd_bytes': 443566.69253152277}",-0.02552006003965679,-0.00157470328210918
