buffer_capacity,current_alpha,current_beta,current_gamma,reason,request_id,run_id,runtime_buffer_size,timestamp_ms
3000,0.6,0.3,0.10000000000000002,buffer_full,20260614_232546_1781479556319_1,20260614_232546,3000,1781479556319
3000,0.6,0.3,0.10000000000000002,buffer_full,20260614_232546_1781479564123_1,20260614_232546,3000,1781479564123
3000,0.636,0.264,0.12000000000000002,buffer_full,20260614_232546_1781479624113_2,20260614_232546,3000,1781479624113
3000,0.636,0.264,0.12000000000000002,buffer_full,20260614_232546_1781479630936_2,20260614_232546,3000,1781479630936
3000,0.6590400000000001,0.25696,0.15280000000000005,buffer_full,20260614_232546_1781479687866_3,20260614_232546,3000,1781479687866
3000,0.6590400000000001,0.25696,0.15280000000000005,buffer_full,20260614_232546_1781479694788_3,20260614_232546,3000,1781479694788
3000,0.6590400000000001,0.25696,0.15280000000000005,buffer_full,20260614_232546_1781479751895_4,20260614_232546,3000,1781479751895
3000,0.6590400000000001,0.25696,0.15280000000000005,buffer_full,20260614_232546_1781479758970_4,20260614_232546,3000,1781479758970
