time_s,tp_path_a_mbps,tp_path_b_mbps,tp_total_mbps,path_b_share_pct,alpha_pid0,alpha_pid1,alpha_pid3,beta_pid0,beta_pid1,beta_pid3,gamma_pid0,gamma_pid1,gamma_pid3,gain_pid0,gain_pid1,gain_pid3,backoff_pid0,backoff_pid1,backoff_pid3,cwnd_bytes_pid0,cwnd_bytes_pid1,cwnd_bytes_pid3,inflight_bytes_pid0,inflight_bytes_pid1,inflight_bytes_pid3,bw_bps_pid0,bw_bps_pid1,bw_bps_pid3,owd_ms_pid0,owd_ms_pid1,owd_ms_pid3,loss_rate_pid0,loss_rate_pid1,loss_rate_pid3
178.0,23.847456,0.42568,24.273136,1.7537082971067275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179.0,23.497376,0.425704,23.92308,1.7794698675923002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180.0,23.861032,0.426968,24.288,1.7579380764163373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181.0,23.838528,0.42632,24.264848,1.7569448611423404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182.0,22.57812,0.3986,22.97672,1.734799396954831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183.0,23.66376,0.427552,24.091312,1.7747144696810202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184.0,23.903232,0.425088,24.32832,1.7472969773498541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185.0,23.65336,0.41952,24.07288,1.7427079767771865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186.0,23.770744,0.425088,24.195832,1.7568645707244126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187.0,23.90188,0.421392,24.323272,1.7324642835881618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188.0,23.794304,0.425088,24.219392,1.7551555381737083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189.0,23.644136,0.417696,24.061832,1.7359276716752075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190.0,24.08,0.423856,24.503856,1.7297522479727274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191.0,23.77756,0.423832,24.201392,1.751271166551081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192.0,23.854208,0.417696,24.271904,1.7209033127355813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193.0,24.122072,0.438072,24.560144,1.7836703237570595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194.0,23.663816,0.418648,24.082464,1.7383935464410951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195.0,24.173056,0.422008,24.595064,1.7158239555709227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196.0,24.282336,0.421392,24.703728,1.705783029994501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197.0,23.860752,0.42324,24.283992,1.7428765418799348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198.0,24.225192,0.42324,24.648432,1.7171071977316852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199.0,24.472152,0.422008,24.89416,1.6952088361286342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200.0,23.80804,0.420776,24.228816,1.7366758656304129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201.0,24.256528,0.41952,24.676048,1.7001101635075437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202.0,24.541264,0.422624,24.963888,1.6929414200223938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203.0,23.903088,0.422008,24.325096,1.7348667400942632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204.0,24.309264,0.42016,24.729424,1.699028655095242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205.0,24.388632,0.418312,24.806944,1.6862697799454862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206.0,23.94324,0.42016,24.3634,1.7245540441810254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207.0,24.475264,0.420752,24.896016,1.6900374742689757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208.0,24.433904,0.420776,24.85468,1.6929447492383727,0.659,0.659,0.659,0.257,0.257,0.257,0.1528,0.1528,0.15279999999999996,1.1733,1.1719,1.1612751028806583,0.936,0.9367000000000001,0.9420179012345679,46720.0,350400.0,989880.0,0.0,350731.73391812865,989821.5534979424,4295616.0,37310565.23976608,117167194.99588478,348.035,300.52602046783625,270.35146399176955,0.0,0.000103,0.0009341316872427983
209.0,24.054472,0.42016,24.474632,1.7167163126293379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210.0,24.612992,0.419544,25.032536,1.6759947933361603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211.0,24.488936,0.42016,24.909096,1.6867733778857328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212.0,24.164472,0.418312,24.582784,1.7016461601745352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213.0,24.66724,0.420752,25.087992,1.6771051266279104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214.0,24.584024,0.418928,25.002952,1.6755141552885437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215.0,24.098704,0.415232,24.513936,1.6938609940076534,0.659,0.659,0.659,0.257,0.257,0.257,0.1528,0.1528,0.1528,1.115,1.115,1.115,0.9594000000000001,0.9594000000000001,0.9594,46720.0,46720.0,46720.0,0.0,156.3953488372093,0.0,4989824.0,4989824.0,7803200.0,299.6165,299.6165,191.5925,0.0,0.0,0.0
216.0,24.798,0.42016,25.21816,1.666100936785237,0.659,0.659,0.659,0.257,0.257,0.257,0.1528,0.1528,0.1528,1.115,1.115,1.115,0.9594,0.9594,0.9594,46720.0,46720.0,46720.0,0.0,163.07829181494662,0.0,4989824.0,4989824.0,7803200.0,299.6165,299.6165,191.5925,0.0,0.0,0.0
217.0,24.699016,0.417696,25.116712,1.6630202233477058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218.0,24.13996,0.417696,24.557656,1.7008789438210226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219.0,24.572072,0.409072,24.981144,1.6375230854119411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220.0,24.330336,0.492712,24.823048,1.9848972616094525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221.0,25.68512,0.447712,26.132832,1.7132165392560592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222.0,25.705064,0.418928,26.123992,1.6036140265239707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.0,25.783272,0.418312,26.201584,1.5965141649451422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.0,25.671272,0.418952,26.090224,1.6057815371765303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225.0,13.243784,0.21932,13.463104,1.6290448324546851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
