leg,mean_path_a_mbps,mean_path_b_mbps,mean_total_mbps,mean_path_b_share_pct,delta_total_vs_baseline
baseline,21.88901207079646,0.643141592920354,22.532153663716816,2.854328097167183,0.0
dynamic,21.37896605309734,0.6441730619469026,22.02313911504425,2.924982939906423,-0.5090145486725675
